0,GA Southern,Georgia St,Thu Feb  2,,0,Southern,66,Alabama State,73,20230206,NL,,,,,,,,,,
0,Elon,Stony Brook,Thu Feb  2,,0,Arkansas-Pine Bluff,84,Jackson State,88,20230206,NL,,,,,,,,,,
0,Wm & Mary,Hampton,Thu Feb  2,,0,Bethune-Cookman,62,Texas Southern,69,20230206,NL,,,,,,,,,,
0,Towson,Hofstra,Thu Feb  2,,0,UMass-Lowell,70,Hartford,48,20230206,NL,,,,,,,,,,
0,Delaware,Monmouth,Thu Feb  2,,0,Mississippi Valley State,70,Alcorn State,81,20230206,NL,,,,,,,,,,
0,N Alabama,Stetson,Thu Feb  2,,0,Green Bay,80,Milwaukee,79,20230206,NL,,,,,,,,,,
0,N Florida,Jacksonville,Thu Feb  2,,0,Idaho State,75,Northern Arizona,70,20230206,NL,,,,,,,,,,
0,Central Ark,Fla Gulf Cst,Thu Feb  2,,0,Weber State,54,Northern Colorado,88,20230206,NL,,,,,,,,,,
0,IPFW,Oakland,Thu Feb  2,,0,Florida A&M,45,Prairie View,75,20230206,NL,,,,,,,,,,
0,Cleveland St,Detroit,Thu Feb  2,,0,NC State,50,Virginia,63,20230207,NL,,,,,,,,,,
0,Col Charlestn,Drexel,Thu Feb  2,,0,TCU,61,Kansas State,82,20230207,NL,,,,,,,,,,
0,NC A&T,NC-Wilmgton,Thu Feb  2,,0,Marquette,72,UConn,87,20230207,NL,,,,,,,,,,
0,TN Martin,SIU Edward,Thu Feb  2,,0,Rutgers,60,Indiana,66,20230207,NL,,,,,,,,,,
0,TN Tech,Morehead St,Thu Feb  2,,0,Auburn,78,Texas A&M,83,20230207,NL,,,,,,,,,,
0,VA Military,Citadel,Thu Feb  2,,0,Toledo,84,Akron,74,20230207,NL,,,,,,,,,,
0,St Fran (PA),Stonehill,Thu Feb  2,,0,Ball State,65,Central Michigan,51,20230207,NL,,,,,,,,,,
0,Wagner,Sacred Hrt,Thu Feb  2,,0,Chicago State,60,Delaware State,66,20230207,NL,,,,,,,,,,
0,Wright State,Youngs St,Thu Feb  2,,0,Western Michigan,78,Miami (OH),85,20230207,NL,,,,,,,,,,
0,N Kentucky,Rob Morris,Thu Feb  2,,0,Dayton,62,VCU,58,20230207,NL,,,,,,,,,,
0,Fla Atlantic,UAB,Thu Feb  2,,0,Drake,92,Murray State,68,20230207,NL,,,,,,,,,,
0,Wisconsin,Ohio State,Thu Feb  2,,0,Ohio,82,Northern Illinois,76,20230207,NL,,,,,,,,,,
0,Michigan,Northwestern,Thu Feb  2,,0,Eastern Michigan,97,Buffalo,102,20230207,NL,,,,,,,,,,
0,Rice,LA Tech,Thu Feb  2,,0,Ole Miss,78,Georgia,74,20230207,NL,,,,,,,,,,
0,Florida Intl,Charlotte,Thu Feb  2,,0,Bowling Green State,64,Kent State,87,20230207,NL,,,,,,,,,,
0,Regent University,Maryland ES,Thu Feb  2,,0,ETSU,65,UNC Greensboro,91,20230207,NL,,,,,,,,,,
0,Kennesaw St,Bellarmine,Thu Feb  2,,0,Louisville,57,Pitt,91,20230207,NL,,,,,,,,,,
0,Jksnville St,E Kentucky,Thu Feb  2,,0,Cincinnati,94,Tulane,101,20230207,NL,,,,,,,,,,
0,Coastal Car,LA Monroe,Thu Feb  2,,0,UNC,85,Wake Forest,92,20230207,NL,,,,,,,,,,
0,S Alabama,Arkansas St,Thu Feb  2,,0,St. John's (NY),66,Butler,68,20230207,NL,,,,,,,,,,
0,Queens,Lipscomb,Thu Feb  2,,0,Colorado State,69,Air Force,53,20230207,NL,,,,,,,,,,
0,TX-San Ant,W Kentucky,Thu Feb  2,,0,Arkansas,88,Kentucky,73,20230207,NL,,,,,,,,,,
0,North Dakota,S Dakota St,Thu Feb  2,,0,Maryland,58,Michigan State,63,20230207,NL,,,,,,,,,,
0,N Dakota St,South Dakota,Thu Feb  2,,0,South Carolina,74,Missouri,83,20230207,NL,,,,,,,,,,
0,AR Lit Rock,SE Missouri,Thu Feb  2,,0,Rhode Island,71,Saint Louis,76,20230207,NL,,,,,,,,,,
0,Liberty,Austin Peay,Thu Feb  2,,0,San Jose State,62,Fresno State,70,20230207,NL,,,,,,,,,,
0,St. Thomas,Neb Omaha,Thu Feb  2,,0,Nevada,77,New Mexico,76,20230207,NL,,,,,,,,,,
0,TX A&M-CC,New Orleans,Thu Feb  2,,0,Tennessee,65,Vanderbilt,66,20230208,NL,,,,,,,,,,
0,NW State,Hsn Christian,Thu Feb  2,,0,Tulsa,42,Houston,80,20230208,NL,,,,,,,,,,
0,Stanford,Utah,Thu Feb  2,,0,Florida,69,Alabama,97,20230208,NL,,,,,,,,,,
0,Oregon St,Arizona St,Thu Feb  2,,0,Oklahoma,72,Baylor,82,20230208,NL,,,,,,,,,,
0,Texas State,LA Lafayette,Thu Feb  2,,0,Iowa State,71,West Virginia,76,20230208,NL,,,,,,,,,,
0,Lamar,McNeese St,Thu Feb  2,,0,Georgetown,62,Providence,74,20230208,NL,,,,,,,,,,
0,TN State,S Indiana,Thu Feb  2,,0,San Diego State,63,Utah State,61,20230208,NL,,,,,,,,,,
0,Incar Word,SE Louisiana,Thu Feb  2,,0,Bryant,87,Albany (NY),62,20230208,NL,,,,,,,,,,
0,Utah Val St,Utah Tech,Thu Feb  2,,0,The Citadel,63,Chattanooga,82,20230208,NL,,,,,,,,,,
0,E Illinois,Lindenwood,Thu Feb  2,,0,UMass,67,Fordham,77,20230208,NL,,,,,,,,,,
0,N Arizona,Montana St,Thu Feb  2,,0,Presbyterian,46,Longwood,66,20230208,NL,,,,,,,,,,
0,W Illinois,Denver,Thu Feb  2,,0,Samford,70,Mercer,69,20230208,NL,,,,,,,,,,
0,Loyola Mymt,BYU,Thu Feb  2,,0,Binghamton,66,New Hampshire,64,20230208,NL,,,,,,,,,,
0,N Colorado,Montana,Thu Feb  2,,0,Elon,61,North Carolina A&T,66,20230208,NL,,,,,,,,,,
0,Hawaii,UC Davis,Thu Feb  2,,0,La Salle,76,St. Bonaventure,70,20230208,NL,,,,,,,,,,
0,TX El Paso,Middle Tenn,Thu Feb  2,,0,St. Joseph's,83,Loyola (IL),71,20230208,NL,,,,,,,,,,
0,Houston,Wichita St,Thu Feb  2,,0,Belmont,59,Missouri State,61,20230208,NL,,,,,,,,,,
0,Washington,UCLA,Thu Feb  2,,0,UIC,66,Southern Illinois,68,20230208,NL,,,,,,,,,,
0,Pepperdine,Pacific,Thu Feb  2,,0,Loyola (MD),70,Army,76,20230208,NL,,,,,,,,,,
0,UC Irvine,UC San Diego,Thu Feb  2,,0,Nebraska,72,Michigan,93,20230208,NL,,,,,,,,,,
0,Idaho,Portland St,Thu Feb  2,,0,Winthrop,79,UNC Asheville,86,20230208,NL,,,,,,,,,,
0,E Washingtn,Sac State,Thu Feb  2,,0,Hofstra,72,Northeastern,53,20230208,NL,,,,,,,,,,
0,UC Riverside,CS Bakersfld,Thu Feb  2,,0,Creighton,75,Seton Hall,62,20230208,NL,,,,,,,,,,
0,Cal Poly,UCSB,Thu Feb  2,,0,Monmouth,61,Stony Brook,54,20230208,NL,,,,,,,,,,
0,Lg Beach St,CS Fullerton,Thu Feb  2,,0,American,54,Boston University,60,20230208,NL,,,,,,,,,,
0,Portland,San Diego,Thu Feb  2,,0,High Point,66,Campbell,82,20230208,NL,,,,,,,,,,
0,California,Colorado,Thu Feb  2,,0,Lehigh,53,Colgate,81,20230208,NL,,,,,,,,,,
0,Oregon,Arizona,Thu Feb  2,,0,UNC Wilmington,61,College of Charleston,93,20230208,NL,,,,,,,,,,
0,Santa Clara,Gonzaga,Thu Feb  2,,0,Drexel,58,Delaware,54,20230208,NL,,,,,,,,,,
0,San Francisco,St Marys,Thu Feb  2,,0,George Mason,52,Duquesne,75,20230208,NL,,,,,,,,,,
0,Wash State,USC,Thu Feb  2,,0,Syracuse,76,Florida State,67,20230208,NL,,,,,,,,,,
0,Yale,Harvard,Fri Feb  3,,0,Richmond,105,George Washington,107,20230208,NL,,,,,,,,,,
0,Brown,Dartmouth,Fri Feb  3,,0,Notre Dame,68,Georgia Tech,70,20230208,NL,,,,,,,,,,
0,E Michigan,Ball State,Fri Feb  3,,0,Central Connecticut,82,Hartford,73,20230208,NL,,,,,,,,,,
0,VCU,Saint Louis,Fri Feb  3,,0,Valparaiso,62,Indiana State,84,20230208,NL,,,,,,,,,,
0,St Peters,Rider,Fri Feb  3,,0,Vermont,74,Maine,65,20230208,NL,,,,,,,,,,
0,Fairfield,Quinnipiac,Fri Feb  3,,0,NJIT,63,UMBC,72,20230208,NL,,,,,,,,,,
0,Mt St Marys,Iona,Fri Feb  3,,0,Bucknell,65,Navy,71,20230208,NL,,,,,,,,,,
0,Columbia,U Penn,Fri Feb  3,,0,Charleston Southern,60,USC Upstate,77,20230208,NL,,,,,,,,,,
0,Siena,Manhattan,Fri Feb  3,,0,Memphis,99,South Florida,81,20230208,NL,,,,,,,,,,
0,Cornell,Princeton,Fri Feb  3,,0,Hampton,72,Towson,86,20230208,NL,,,,,,,,,,
0,Canisius,Niagara,Fri Feb  3,,0,Furman,94,VMI,63,20230208,NL,,,,,,,,,,
0,Boise State,San Diego St,Fri Feb  3,,0,Boston College,82,Virginia Tech,76,20230208,NL,,,,,,,,,,
0,Kent State,Akron,Fri Feb  3,,0,Western Carolina,95,Wofford,91,20230208,NL,,,,,,,,,,
0,Air Force,Nevada,Fri Feb  3,,0,IUPUI,71,Wright State,103,20230208,NL,,,,,,,,,,
0,Fresno St,UNLV,Fri Feb  3,,0,Northern Iowa,59,Evansville,71,20230208,NL,,,,,,,,,,
0,WI-Grn Bay,IUPUI,Sat Feb  4,,0,Bradley,79,Illinois State,61,20230208,NL,,,,,,,,,,
0,Connecticut,Georgetown,Sat Feb  4,,0,Texas Tech,68,Oklahoma State,71,20230208,NL,,,,,,,,,,
1,Michigan St,Rutgers,Sat Feb  4,,0,Wisconsin,79,Penn State,74,20230208,NL,,,,,,,,,,
0,Kansas,Iowa State,Sat Feb  4,,0,Temple,71,SMU,72,20230208,NL,,,,,,,,,,
0,Central FL,Cincinnati,Sat Feb  4,,0,California Baptist,55,Utah Valley,71,20230208,NL,,,,,,,,,,
0,Virginia,VA Tech,Sat Feb  4,,0,DePaul,65,Villanova,81,20230208,NL,,,,,,,,,,
0,TX A&M-CC,SE Louisiana,Sat Feb  4,,0,UCF,72,Wichita State,67,20230208,NL,,,,,,,,,,
0,Davidson,U Mass,Sat Feb  4,,0,LSU,53,Mississippi State,64,20230208,NL,,,,,,,,,,
0,N Hampshire,Bryant,Sat Feb  4,,0,Utah Tech,71,Seattle,75,20230208,NL,,,,,,,,,,
1,Morgan St,Delaware St,Sat Feb  4,,0,UNLV,69,Wyoming,59,20230208,NL,,,,,,,,,,
0,Wagner,F Dickinson,Sat Feb  4,,0,New Mexico State,67,Grand Canyon,78,20230208,NL,,,,,,,,,,
0,Stonehill,St Fran (NY),Sat Feb  4,,0,Iowa,73,Purdue,87,20230209,NL,,,,,,,,,,
0,NC-Grnsboro,Citadel,Sat Feb  4,,0,Arizona,85,California,62,20230209,NL,,,,,,,,,,
0,Mississippi,Vanderbilt,Sat Feb  4,,0,UCLA,62,Oregon State,47,20230209,NL,,,,,,,,,,
0,IPFW,Detroit,Sat Feb  4,,0,San Francisco,81,Gonzaga,99,20230209,NL,,,,,,,,,,
0,Cleveland St,Oakland,Sat Feb  4,,0,Saint Mary's,74,Loyola Marymount,78,20230209,NL,,,,,,,,,,
0,NJIT,Mass Lowell,Sat Feb  4,,0,Rice,81,Florida Atlantic,90,20230209,NL,,,,,,,,,,
0,GA Tech,NC State,Sat Feb  4,,0,Gardner-Webb,61,Radford,48,20230209,NL,,,,,,,,,,
0,Wake Forest,Notre Dame,Sat Feb  4,,0,Louisiana Tech,62,Florida International,66,20230209,NL,,,,,,,,,,
0,Lehigh,Lafayette,Sat Feb  4,,0,Wagner,62,St. Francis (NY),64,20230209,NL,,,,,,,,,,
0,Texas Tech,Baylor,Sat Feb  4,,0,Lamar,68,Incarnate Word,59,20230209,NL,,,,,,,,,,
0,Presbyterian,Gard-Webb,Sat Feb  4,,0,Kennesaw State,54,Jacksonville State,52,20230209,NL,,,,,,,,,,
0,Campbell,Longwood,Sat Feb  4,,0,SIU-Edwardsville,63,Lindenwood,58,20230209,NL,,,,,,,,,,
0,Chattanooga,W Carolina,Sat Feb  4,,0,UAB,79,North Texas,82,20230209,NL,,,,,,,,,,
0,Miami (OH),Ohio,Sat Feb  4,,0,Louisiana,71,Southern Miss,82,20230209,NL,,,,,,,,,,
0,S Mississippi,Georgia St,Sat Feb  4,,0,Middle Tennessee,89,Western Kentucky,93,20230209,NL,,,,,,,,,,
0,Central Ark,Stetson,Sat Feb  4,,0,Tarleton State,62,Southern Utah,72,20230209,NL,,,,,,,,,,
0,Col Charlestn,Delaware,Sat Feb  4,,0,BYU,80,Pepperdine,92,20230209,NL,,,,,,,,,,
0,Drexel,Monmouth,Sat Feb  4,,0,Pacific,73,Portland,81,20230209,NL,,,,,,,,,,
0,Chicago St,Hartford,Sat Feb  4,,0,San Diego,75,Santa Clara,80,20230209,NL,,,,,,,,,,
0,VA Military,Mercer,Sat Feb  4,,0,Arizona State,69,Stanford,65,20230209,NL,,,,,,,,,,
0,Maryland BC,Maine,Sat Feb  4,,0,Morehead State,68,Little Rock,72,20230209,NL,,,,,,,,,,
0,Florida St,Louisville,Sat Feb  4,,0,Marshall,92,Coastal Carolina,74,20230209,NL,,,,,,,,,,
0,Navy,Holy Cross,Sat Feb  4,,0,James Madison,73,Georgia Southern,76,20230209,NL,,,,,,,,,,
0,NC-Wilmgton,Wm & Mary,Sat Feb  4,,0,Old Dominion,63,Georgia State,60,20230209,NL,,,,,,,,,,
0,Elon,Northeastrn,Sat Feb  4,,0,Stetson,70,Jacksonville,67,20230209,NL,,,,,,,,,,
0,Auburn,Tennessee,Sat Feb  4,,0,Bellarmine,50,Liberty,70,20230209,NL,,,,,,,,,,
0,Duquesne,Geo Wshgtn,Sat Feb  4,,0,Fairleigh Dickinson,80,LIU,79,20230209,NL,,,,,,,,,,
0,Winthrop,Radford,Sat Feb  4,,0,Appalachian State,52,Louisiana-Monroe,45,20230209,NL,,,,,,,,,,
0,Central Conn,Sacred Hrt,Sat Feb  4,,0,Stonehill,43,Merrimack,56,20230209,NL,,,,,,,,,,
0,North Dakota,South Dakota,Sat Feb  4,,0,Florida Gulf Coast,68,North Florida,66,20230209,NL,,,,,,,,,,
0,TX Christian,Oklahoma St,Sat Feb  4,,0,Eastern Kentucky,84,Queens (NC),80,20230209,NL,,,,,,,,,,
0,Tulane,Memphis,Sat Feb  4,,0,Sacred Heart,76,Saint Francis (PA),78,20230209,NL,,,,,,,,,,
0,Butler,Marquette,Sat Feb  4,,0,UT Arlington,64,Texas-Rio Grande Valley,58,20230209,NL,,,,,,,,,,
0,Evansville,IL-Chicago,Sat Feb  4,,0,Kansas City,76,Western Illinois,64,20230209,NL,,,,,,,,,,
0,Buffalo,W Michigan,Sat Feb  4,,0,Lipscomb,93,Central Arkansas,81,20230209,NL,,,,,,,,,,
0,Geo Mason,Loyola-Chi,Sat Feb  4,,0,UT-Martin,75,Eastern Illinois,77,20230209,NL,,,,,,,,,,
0,Illinois,Iowa,Sat Feb  4,,0,Oakland,59,Green Bay,47,20230209,NL,,,,,,,,,,
0,E Tenn St,Samford,Sat Feb  4,,0,Southeastern Louisiana,66,McNeese State,69,20230209,NL,,,,,,,,,,
0,Coastal Car,Arkansas St,Sat Feb  4,,0,Detroit,89,Milwaukee,94,20230209,NL,,,,,,,,,,
0,Vermont,Albany,Sat Feb  4,,0,New Orleans,59,Nicholls State,84,20230209,NL,,,,,,,,,,
0,Miami (FL),Clemson,Sat Feb  4,,0,Austin Peay,57,North Alabama,70,20230209,NL,,,,,,,,,,
0,W Illinois,Neb Omaha,Sat Feb  4,,0,Denver,63,North Dakota,86,20230209,NL,,,,,,,,,,
0,N Dakota St,S Dakota St,Sat Feb  4,,0,Omaha,58,North Dakota State,84,20230209,NL,,,,,,,,,,
0,St Fran (PA),Merrimack,Sat Feb  4,,0,Sacramento State,55,Northern Arizona,77,20230209,NL,,,,,,,,,,
0,S Alabama,LA Monroe,Sat Feb  4,,0,Portland State,79,Northern Colorado,88,20230209,NL,,,,,,,,,,
0,Arkansas,S Carolina,Sat Feb  4,,0,Northwestern,69,Ohio State,63,20230209,NL,,,,,,,,,,
0,Jksnville St,Bellarmine,Sat Feb  4,,0,Oral Roberts,95,St. Thomas,88,20230209,NL,,,,,,,,,,
0,Queens,Austin Peay,Sat Feb  4,,0,Southern Indiana,69,Tennessee Tech,84,20230209,NL,,,,,,,,,,
0,Stony Brook,Hofstra,Sat Feb  4,,0,Houston Christian,68,Texas A&M-Corpus Christi,91,20230209,NL,,,,,,,,,,
0,TX El Paso,W Kentucky,Sat Feb  4,,0,Arkansas State,62,Texas State,66,20230209,NL,,,,,,,,,,
1,Hampton,Norfolk St,Sat Feb  4,,0,South Alabama,57,Troy,61,20230209,NL,,,,,,,,,,
0,NC-Asheville,SC Upstate,Sat Feb  4,,0,Northwestern State,88,Texas A&M-Commerce,82,20230209,NL,,,,,,,,,,
0,Alabama,LSU,Sat Feb  4,,0,Montana,69,Idaho State,61,20230209,NL,,,,,,,,,,
0,James Mad,App State,Sat Feb  4,,0,Southeast Missouri State,65,Tennessee State,85,20230209,NL,,,,,,,,,,
0,SE Missouri,TN Tech,Sat Feb  4,,0,Charlotte,62,UTEP,53,20230209,NL,,,,,,,,,,
0,Florida Intl,UAB,Sat Feb  4,,0,Montana State,63,Weber State,73,20230209,NL,,,,,,,,,,
0,Fla Atlantic,Charlotte,Sat Feb  4,,0,Cal State Northridge,58,Cal State Bakersfield,73,20230209,NL,,,,,,,,,,
0,Purdue,Indiana,Sat Feb  4,,0,Cal Poly,54,UC-Irvine,55,20230209,NL,,,,,,,,,,
0,Texas,Kansas St,Sat Feb  4,,0,UC-Davis,65,UC-Riverside,72,20230209,NL,,,,,,,,,,
0,S Methodist,E Carolina,Sat Feb  4,,0,UCSB,75,Long Beach State,72,20230209,NL,,,,,,,,,,
0,Colgate,American,Sat Feb  4,,0,USC,60,Oregon,78,20230209,NL,,,,,,,,,,
0,Murray St,Indiana St,Sat Feb  4,,0,Xavier,67,Butler,69,20230210,NL,,,,,,,,,,
0,TN Martin,Lindenwood,Sat Feb  4,,0,Robert Morris,55,Cleveland State,57,20230210,NL,,,,,,,,,,
0,SIU Edward,AR Lit Rock,Sat Feb  4,,0,UC-San Diego,62,Hawaii,69,20230210,NL,,,,,,,,,,
0,Morehead St,S Indiana,Sat Feb  4,,0,Iona,80,Canisius,59,20230210,NL,,,,,,,,,,
0,TN State,E Illinois,Sat Feb  4,,0,VMI,65,ETSU,69,20230210,NL,,,,,,,,,,
0,Grambling St,Alabama St,Sat Feb  4,,0,Youngstown State,81,Purdue-Fort Wayne,72,20230210,NL,,,,,,,,,,
0,TX-Pan Am,Tarleton State,Sat Feb  4,,0,Siena,72,Mount St. Mary's,65,20230210,NL,,,,,,,,,,
0,Jacksonville,N Florida,Sat Feb  4,,0,Quinnipiac,73,Niagara,79,20230210,NL,,,,,,,,,,
0,Idaho,Sac State,Sat Feb  4,,0,Fairfield,57,Rider,58,20230210,NL,,,,,,,,,,
0,Ark Pine Bl,Alcorn State,Sat Feb  4,,0,Marist,56,St. Peter's,67,20230210,NL,,,,,,,,,,
0,Sam Hous St,TX-Arlington,Sat Feb  4,,0,Northern Kentucky,65,Wright State,83,20230210,NL,,,,,,,,,,
0,N Illinois,Bowling Grn,Sat Feb  4,,0,Saint Louis,56,Dayton,70,20230210,NL,,,,,,,,,,
0,Liberty,Lipscomb,Sat Feb  4,,0,New Mexico,77,Air Force,89,20230210,NL,,,,,,,,,,
0,Incar Word,New Orleans,Sat Feb  4,,0,Fresno State,66,Nevada,77,20230210,NL,,,,,,,,,,
0,Boston U,Loyola-MD,Sat Feb  4,,0,Kent State,72,Buffalo,65,20230210,NL,,,,,,,,,,
0,St Johns,Xavier,Sat Feb  4,,0,Akron,81,Ohio,90,20230210,NL,,,,,,,,,,
0,Syracuse,Boston Col,Sat Feb  4,,0,Missouri,86,Tennessee,85,20230211,NL,,,,,,,,,,
0,Illinois St,Belmont,Sat Feb  4,,0,Alabama,77,Auburn,69,20230211,NL,,,,,,,,,,
0,McNeese St,TX A&M-Com,Sat Feb  4,,0,Arizona,79,Stanford,88,20230211,NL,,,,,,,,,,
0,Wofford,Furman,Sat Feb  4,,0,Duke,62,Virginia,69,20230211,NL,,,,,,,,,,
0,N Colorado,Montana St,Sat Feb  4,,0,Kansas State,63,Texas Tech,71,20230211,NL,,,,,,,,,,
0,TX-San Ant,Middle Tenn,Sat Feb  4,,0,Kansas,78,Oklahoma,55,20230211,NL,,,,,,,,,,
0,Florida A&M,TX Southern,Sat Feb  4,,0,UCLA,70,Oregon,63,20230211,NL,,,,,,,,,,
0,Southern,Alab A&M,Sat Feb  4,,0,West Virginia,60,Texas,94,20230211,NL,,,,,,,,,,
0,St. Thomas,Denver,Sat Feb  4,,0,Baylor,72,TCU,68,20230211,NL,,,,,,,,,,
0,Missouri,Miss State,Sat Feb  4,,0,BYU,81,Gonzaga,88,20230211,NL,,,,,,,,,,
0,Cornell,U Penn,Sat Feb  4,,0,Oklahoma State,64,Iowa State,56,20230211,NL,,,,,,,,,,
0,Brown,Harvard,Sat Feb  4,,0,Marquette,89,Georgetown,75,20230211,NL,,,,,,,,,,
0,Columbia,Princeton,Sat Feb  4,,0,Providence,68,St. John's (NY),73,20230211,NL,,,,,,,,,,
0,Bradley,N Iowa,Sat Feb  4,,0,Saint Mary's,81,Portland,64,20230211,NL,,,,,,,,,,
0,Yale,Dartmouth,Sat Feb  4,,0,Louisiana Tech,85,Florida Atlantic,90,20230211,NL,,,,,,,,,,
0,Miss Val St,Jackson St,Sat Feb  4,,0,Clemson,71,UNC,91,20230211,NL,,,,,,,,,,
0,Beth-Cook,Prairie View,Sat Feb  4,,0,Indiana,62,Michigan,61,20230211,NL,,,,,,,,,,
0,N Carolina,Duke,Sat Feb  4,,0,UNLV,71,San Diego State,82,20230211,NL,,,,,,,,,,
0,Charl South,High Point,Sat Feb  4,,0,Louisville,85,Miami (FL),93,20230211,NL,,,,,,,,,,
0,GA Southern,Old Dominion,Sat Feb  4,,0,UConn,53,Creighton,56,20230211,NL,,,,,,,,,,
0,N Alabama,Fla Gulf Cst,Sat Feb  4,,0,Colgate,76,Bucknell,56,20230211,NL,,,,,,,,,,
0,Texas State,Troy,Sat Feb  4,,0,Mercer,56,Chattanooga,73,20230211,NL,,,,,,,,,,
0,Drake,Valparaiso,Sat Feb  4,,0,Howard,86,Delaware State,85,20230211,NL,,,,,,,,,,
0,Kennesaw St,E Kentucky,Sat Feb  4,,0,Towson,66,Drexel,73,20230211,NL,,,,,,,,,,
0,Central Mich,Toledo,Sat Feb  4,,0,Toledo,70,Eastern Michigan,63,20230211,NL,,,,,,,,,,
0,Wright State,Rob Morris,Sat Feb  4,,0,Central Connecticut,77,Fairleigh Dickinson,73,20230211,NL,,,,,,,,,,
0,N Kentucky,Youngs St,Sat Feb  4,,0,Jackson State,69,Florida A&M,58,20230211,NL,,,,,,,,,,
0,UC Irvine,Lg Beach St,Sat Feb  4,,0,Rice,85,Florida International,78,20230211,NL,,,,,,,,,,
0,NW State,Lamar,Sat Feb  4,,0,Campbell,73,Gardner-Webb,77,20230211,NL,,,,,,,,,,
0,Army,Bucknell,Sat Feb  4,,0,College of Charleston,83,Hampton,70,20230211,NL,,,,,,,,,,
0,Wash State,UCLA,Sat Feb  4,,0,Boston University,65,Lafayette,69,20230211,NL,,,,,,,,,,
0,Villanova,Creighton,Sat Feb  4,,0,Bryant,73,UMBC,76,20230211,NL,,,,,,,,,,
0,Marshall,LA Lafayette,Sat Feb  4,,0,Central Michigan,66,Miami (OH),60,20230211,NL,,,,,,,,,,
0,Portland,Pepperdine,Sat Feb  4,,0,George Washington,69,St. Joseph's,81,20230211,NL,,,,,,,,,,
0,Nicholls St,Hsn Christian,Sat Feb  4,,0,Coppin State,84,South Carolina State,94,20230211,NL,,,,,,,,,,
0,North Texas,Rice,Sat Feb  4,,0,St. Francis (NY),51,Stonehill,62,20230211,NL,,,,,,,,,,
0,Weber State,Idaho State,Sat Feb  4,,0,USC Upstate,79,Winthrop,70,20230211,NL,,,,,,,,,,
0,Oral Roberts,UMKC,Sat Feb  4,,0,Columbia,68,Yale,99,20230211,NL,,,,,,,,,,
0,Utah State,Colorado St,Sat Feb  4,,0,Middle Tennessee,69,UAB,92,20230211,NL,,,,,,,,,,
0,Ste F Austin,Grd Canyon,Sat Feb  4,,0,Alabama State,74,Arkansas-Pine Bluff,71,20230211,NL,,,,,,,,,,
0,Dayton,St Bonavent,Sat Feb  4,,0,Saint Xavier (IL),67,Chicago State,91,20230211,NL,,,,,,,,,,
0,Oklahoma,W Virginia,Sat Feb  4,,0,Southern Illinois,59,Drake,82,20230211,NL,,,,,,,,,,
0,Florida,Kentucky,Sat Feb  4,,0,Texas Southern,46,Grambling,65,20230211,NL,,,,,,,,,,
0,Georgia,Texas A&M,Sat Feb  4,,0,Alabama A&M,70,Mississippi Valley State,68,20230211,NL,,,,,,,,,,
0,Seattle,N Mex State,Sat Feb  4,,0,Charlotte,43,North Texas,67,20230211,NL,,,,,,,,,,
0,S Utah,Utah Tech,Sat Feb  4,,0,Western Michigan,53,Northern Illinois,81,20230211,NL,,,,,,,,,,
0,Pacific,BYU,Sat Feb  4,,0,Louisiana-Monroe,67,Southern Miss,76,20230211,NL,,,,,,,,,,
0,N Arizona,Montana,Sat Feb  4,,0,Illinois State,76,Valparaiso,81,20230211,NL,,,,,,,,,,
0,UC Riverside,CS Fullerton,Sat Feb  4,,0,Wyoming,63,Boise State,75,20230211,NL,,,,,,,,,,
0,Maryland,Minnesota,Sat Feb  4,,0,Tarleton State,75,Utah Tech,71,20230211,NL,,,,,,,,,,
0,Oregon St,Arizona,Sat Feb  4,,0,Portland State,88,Northern Arizona,87,20230211,NL,,,,,,,,,,
0,Washington,USC,Sat Feb  4,,0,Colorado,62,Utah,73,20230211,NL,,,,,,,,,,
0,Wyoming,San Jose St,Sat Feb  4,,0,San Diego,94,Pacific,99,20230211,NL,,,,,,,,,,
0,Abl Christian,Cal Baptist,Sat Feb  4,,0,Pepperdine,80,San Francisco,88,20230211,NL,,,,,,,,,,
0,E Washingtn,Portland St,Sat Feb  4,,0,Loyola Marymount,69,Santa Clara,71,20230211,NL,,,,,,,,,,
0,UCSB,Cal St Nrdge,Sat Feb  4,,0,NC State,92,Boston College,62,20230211,NL,,,,,,,,,,
0,Oregon,Arizona St,Sat Feb  4,,0,St. Bonaventure,54,Duquesne,56,20230211,NL,,,,,,,,,,
0,Hawaii,Cal Poly,Sat Feb  4,,0,Pitt,83,Florida State,75,20230211,NL,,,,,,,,,,
0,CS Bakersfld,UC San Diego,Sat Feb  4,,0,Kentucky,68,Georgia,75,20230211,NL,,,,,,,,,,
0,Santa Clara,San Francisco,Sat Feb  4,,0,Penn State,68,Maryland,74,20230211,NL,,,,,,,,,,
0,Loyola Mymt,San Diego,Sat Feb  4,,0,South Carolina,64,Ole Miss,61,20230211,NL,,,,,,,,,,
0,Gonzaga,St Marys,Sat Feb  4,,0,Army,53,Navy,70,20230211,NL,,,,,,,,,,
0,La Salle,St Josephs,Sun Feb  5,,0,Bellarmine,88,Queens (NC),84,20230211,NL,,,,,,,,,,
0,Fordham,Richmond,Sun Feb  5,,0,LIU,46,Wagner,58,20230211,NL,,,,,,,,,,
0,DePaul,Seton Hall,Sun Feb  5,,0,Holy Cross,74,American,66,20230211,NL,,,,,,,,,,
